Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H06S1V001,H06S1V002,H06S1V003,H06S1V004,H06S1V005,H06S1V006,H06S1V007,H06S1V008,H06S1V009,H06S1V010,H06S1V011,H06S1V012,H06S1V013,H06S1V014,H06S1V015,H06S1V016,H06S1V017,H06S1V018,H06S1V019,H06S1V020,H06S1V021,H06S2V001,H06S2V002,H06S2V003,H06S2V004,H06S2V005,H06S2V006,H06S2V007,H06S2V008,H06S2V009,H06S2V010,H06S2V011,H06S2V012,H06S2V013,H06S2V014,H06S2V015,H06S2V016,H06S2V017,H06S2V018,H06S2V019,H06S3V001,H06S3V002,H06S3V003,H06S3V004,H06S3V005,H06S3V006,H06S3V007,H06S3V008,H06S3V009,H06S3V010,H06S3V011,H06S3V012,H06S3V013,H06S3V014,H06S3V015,H06S3V016,H06S3V017,H06S3V018,H06S3V019,H06S3V020,H06S3V021,H06S3V022,H06S3V023,H06S3V024,H06S3V025,H06S3V026,H06S3V027,H06S3V028,H06S3V029,H06S3V030,H06S3V031,H06S3V032,H06S3V033,H06S3V034,H06S3V035,H06S3V036,H06S3V037,H06S3V038,H06S3V039,H06S3V040,H06S3V041,H06S3V042,H06S3V043,H06S3V044,H06S3V045,H06S3V046,H06S4V001,H06S4V002,H06S4V003,H06S4V004,H06S4V005,H06S4V006,H06S4V007,H06S4V008,H06S4V009,H06S4V010,H06S4V011,H06S4V012,H06S4V013,H06S4V014,H06S4V015,H06S4V016,H06S4V017,H06S4V018,H06S4V019,H06S4V020,H06S4V021,H06S4V022,H06S4V023,H06S4V024,H06S4V025,H06S4V026,H06S4V027,H06S4V028,H06S4V029,H06S4V030,H06S4V031,H06S4V032,H06S4V033,H06S4V034,H06S4V035,H06S4V036
259,HALDIMAND,Ontario,1867 - 1892,6,1889.01.30-,2774,c6d2beed-13cd-4240-8fe7-412c2aeedaae,"COLTER, Charles Wesley",1803,0.5065,Liberal Party of Canada,"Lawyer, publisher, teacher",Protestant,0,2,,,,,,,,,,Election declared void: 1889.01.30,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,1,2,9,1,2,1,2,1,1,2,9,9,9,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
316,JOLIETTE,Quebec,1867 - 1933,6,1887.02.22 - 1889.01.15,2779,c72ea005-0a59-4ded-af12-348ac52be6d1,"GUILBAULT, Edouard",1532,0.5,Conservative (1867-1942),"Manufacturer, merchant",Fr.Catholic,1,2,1,,,1,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,9,9,9,2,2,1,1,9,9,2,2,2,2,1,9,9,2,2,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
316,JOLIETTE,Quebec,1867 - 1933,6,1889.01.16 -,2779.1,c72ea005-0a59-4ded-af12-348ac52be6d1,"GUILBAULT, Edouard",1532,0.5,Independent Conservative,"Manufacturer, merchant",Fr.Catholic,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
235,GASPE,Quebec,1867 - 1996,6,1887.02.22,2802,c87a6c25-8e55-4d78-ab87-dff6353e3e82,"JONCAS, L.Z.",1219,0.5157,Conservative (1867-1942),"Accountant, agent, author, manager",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,1,9,2,1,2,2,1,9,9,2,2,2,9,9,2,2,2,2,2,1,1,9,1,2,9,2,2,1,2,2,2,2,9,2,9,9,9,9,9,9,9,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,9,1,2,9,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,1,9,2,2,2,1,1,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,2,1,9,9,9,2,1,9,9,2
687,SIMCOE SOUTH,Ontario,1867 - 1924,6,1887.02.22,2810,c972ebe5-f986-43a6-b56e-4a75ebc942e1,"TYRWHITT, Richard",1834,0.7032,Conservative (1867-1942),Farmer,Protestant,0,3,,,,,,,,,,,,,1,1,1,2,1,2,2,1,9,2,1,2,1,1,1,2,2,2,1,9,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,9,2,2,2,2,2,2,2,1,9,9,9,9,1,2,2,9,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,1,2,2,1,2,1,2,2,2,2,9,9,9,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2
580,QUEBEC-CENTRE,Quebec,1867 - 1914,6,1887.02.22,2828,ca8db743-62a2-40bd-bf4a-5813f6694071,"LANGELIER, Hon. F.",1331,0.6801,Liberal Party of Canada,"Dean, lawyer, professor",Fr.Catholic,1,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,1,9,9,1,2,2,2,2,1,2,9,9,9,9,1,2,2,9,9,9,9,1,9,9,9,9,1,1,1,1,9,9,1,1,1,1,1,1,9,9,9,9,1,2,1,2,1,2,1,2,2,1,1,1,9,9,9,9,9,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,2,1,9,9,9,9,1,2,9,2,9,1,9,9,9,2,2,1,9,9,9,9,9,2,9,9,9,9
463,MONTREAL WEST,Quebec,1867 - 1892,6,1887.02.22,2830,cae3b92b-3fa6-4641-a9d4-70e585e40dc1,"SMITH, Sir D.A.",3908,0.6139,Independent Conservative,Businessman,Protestant,0,5,,,,,,,,,Scotland,,,,1,1,1,9,1,2,2,1,2,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,2,9,9,2,9,2,1,9,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
775,VICTORIA,Nova Scotia,1867 - 1903,6,1887.02.22-1887.11.20,2858,cd019335-3466-43f3-91c3-d030d8df49ff,"MCDONALD, John A.",830,0.5165,Conservative (1867-1942),Lawyer,Protestant,0,1,1,,,1,,,,,,Election declared void: 1887.02.22,,,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,9,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
775,VICTORIA,Nova Scotia,1867 - 1903,6,1887.11.21- ,2858.1,cd019335-3466-43f3-91c3-d030d8df49ff,"MCDONALD, John A.",830,0.5165,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,2,9,9,2,9,9,9,2,1,2,2,2,2,2,9,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,1,9,9,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,9,2,1,2,2,2,2,1,9,2,2,2,2,1,2,9,9
475,NAPIERVILLE,Quebec,1867 - 1892,6,1887.02.22-1890.06.10,2875,cded25cb-d786-4167-8bb2-558cccc0bc74,"STE. MARIE, Louis",908,0.5693,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1890.06.10,,,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,9,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,9,1,2,2,1,2,1,1,9,9,1,1,1,2,2,1,1,1
424,MARQUETTE,Manitoba,1871 - 1976,6,1887.02.22,2904,d07d1eb7-2873-45f8-ab58-bd0add8f5dff,"WATSON, Robert",2148,0.5068,Liberal Party of Canada,"Businessman, industrialist",Protestant,0,2,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,9,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,9,1,1,1,2,2,1,1
304,HURON SOUTH,Ontario,1867 - 1933,6,1887.02.22,2909,d1418e9a-90bb-4f28-9e1c-f2f1a3969439,"MCMILLAN, John",1784,0.6349,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,2,2,1,2,1,1,2,1,9,1,9,9,1,2,2,1,1,9,1,1,1,1,2,2,1,2,9,2,1,1,2,1,1,1,1,1,9,1,9,1,1,1,1,1,1,2,1,2,1,9,9,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,9
117,CARDWELL,Ontario,1867 - 1903,6,1887.02.22-1888.04.21,2925,d28c959b-5d7a-48c7-9590-4bbcbd4cdbd0,"WHITE, Hon. Thomas",1531,0.5758,Conservative (1867-1942),"Editor, journalist, merchant",Protestant,0,3,,1,,,,,,,,Died in office: 1888.04.21,,,9,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,6,1887.02.22,2928,d2b0cc1b-866c-4a1a-a4b5-ebadb7ab4976,"KIRK, John A.",1136,0.5917,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,1,1,2,9,2,2,1,1,9,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,9,1,1,1,9,9,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,2,1,1,2,1,2,9,9,9,1,2,1,2,9,9,2,2,1,2,2,1,1,2,9,1,1,2,9,1,9,9
363,LAMBTON EAST,Ontario,1882 - 1933,6,1887.02.22,2932,d30c3133-d7ac-4f31-9c3c-05161f998b93,"MONCRIEFF, George",2488,0.5147,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,Scotland,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,2,2,2,1,1,9,9,9,9,9,1,2,1,9,9,2,2,1,9,1,9,9,9,9,9,9,2,2,2,2,2,2,1,1,2,9,1,2,9,9,2,2,2,2,1,2,2,2,2,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,1,9,9,9,1,2,2,1,2,1,2,1,1,9,2,1,2,1,1,2,1,2,2,9,9,2,1,1,2,2
685,SIMCOE EAST,Ontario,1882 - 1966,6,1887.02.22,2939,d3970f6b-1745-4561-b49c-1a3d5f17694b,"COOK, H.H.",2482,0.5076,Liberal Party of Canada,"Businessman, lumber merchant",Protestant,0,4,,,,,,,,,,,,,2,2,2,1,9,1,9,9,9,9,9,1,2,9,2,2,1,1,9,9,9,9,9,9,2,1,2,1,2,1,9,9,9,9,1,1,1,1,1,1,1,1,1,1,9,1,2,1,2,9,1,2,9,2,1,9,1,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,1,9,2,1,1,9,9,9,9,2,9,9,9,9,9,9,9,2,2,1,9,9,1,9,9,9,9,9,1,9
803,WENTWORTH NORTH,Ontario,1867 - 1892,6,1887.02.22,2965,d56e6749-5c56-4720-8848-5cb71a4c8a64,"BAIN, Thomas",1639,0.52,Liberal Party of Canada,Farmer,Protestant,0,5,,,,,,,,,Scotland,,,,2,2,2,1,2,1,1,2,1,1,9,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,2,2,1,2,1,1,9,1,2,1,2,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,9,2,1,2,1,2,9,9,9,1,2,1,2,9,1,9,2,1,2,2,1,1,2,9,1,1,1,2,2,1,1
118,CARIBOO,British Columbia,1872 - 1892,6,1888.11.22,2990,d6a2960d-41a6-4a64-8bf3-a89e92120e59,"BARNARD, Frank Stillman",117,0.3926,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,9,1,2,1,2,2,1,2,1,2,9,2,2,1,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,9,2,9,9,9,1,1,1,1,9,2,2,2,9,9,9,9,9
776,VICTORIA,New Brunswick,1867 - 1914,6,1887.02.22,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, Hon. John",1286,0.568,Liberal-Conservative,Judge,Catholic,0,6,,1,,,,,,,,,,,2,2,2,1,1,9,9,9,9,9,9,9,9,9,1,1,2,2,9,2,2,2,2,1,1,9,1,1,1,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,9,9,2,9,2,9,2,9,9,9,2,2,1,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,1,1,2,1,2,9,9,9,9,9,1,2,9,9,2,2,9,9,2,9,2,9,9,9,9,9,2,1,1,2,2
837,YARMOUTH,Nova Scotia,1867 - 1914,6,1887.02.22- and 1887.12.15,2996,d753b5da-edf3-4d66-a8ff-06ae56fe2bb8,"LOVITT, John",1872,0.6092,Liberal Party of Canada,"Master mariner, shipowner",Protestant,0,1,,,,,,,,,,Election declared void: 1887.02.22,,,2,2,2,1,2,1,1,2,1,9,9,1,2,9,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,9,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,9,2,2,2,1,1,1,1,1,1,2,2,1,1,1
784,VICTORIA SOUTH,Ontario,1867 - 1903,6,1887.02.22-1887.03.01 and 1887.04.20-1890.05.12,3019,d8cb3dd7-d82c-448c-9b60-ad4ec223fba9,"HUDSPETH, Adam",1914,0.5062,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,Resignation: 1887.03.01 & Died in office: 1890.05.12,,,9,9,9,9,9,2,2,1,2,2,1,2,1,1,9,9,9,9,9,9,9,2,2,1,1,2,9,2,2,2,2,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,1,9,1,2,2,2,2,1,9,9,9,9,9,9,2,9,9,1,1,1,9,1,9,2,2,9,1,2,2,99
586,QUEEN'S,New Brunswick,1867 - 1892,6,1887.02.22-1887.11.24  and 1888.01.18,3037,da062c58-85ff-47c7-abc6-f20539625028,"BAIRD, George Frederick",1175,0.5248,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,Resignation. Election contested: 1887.11.24 ,,,2,1,1,9,9,9,9,9,2,9,9,9,9,9,2,2,1,1,9,9,9,2,9,9,9,2,1,9,9,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,9,9,2,2,2,2,9,2,9,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9
216,ESSEX SOUTH,Ontario,1882 - 1966,6,1887.02.22,3071,dc98e498-0b76-4a0b-ab68-ad6faa92d99f,"BRIEN, James",2177,0.5038,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,9,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,9,9,1,2,1,1,2,1,1,1,1,1,1,9,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,9,9,1,1,1,9,2,1,1
266,HALTON,Ontario,1867 - 1987,6,1887.02.22- and 1888.08.22,3076,dcecc57f-e2bd-47a3-9966-998af4af6773,"WALDIE, John",2222,0.501,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,Scotland,Unseated : —,,,2,2,2,1,9,9,1,2,1,2,1,1,2,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,1,2,9,2,1,1,1,1,2,1,2,1,1,9,1,2,1,1,1,1,1,1,9,1,1,9,9,1,1,1,1,1,1,1,9,9,9,9,9,1,9,1,1,1,9,2,9,2,1,2,9,9,9,1,2,1,9,9,9,9,9,9,2,2,1,9,9,1,9,9,1,9,9,1,9
836,YAMASKA,Quebec,1867 - 1933,6,1887.02.22,3105,e04d2f71-b9d1-45eb-8013-57d018a76094,"VANASSE, F.",1333,0.5059,Conservative (1867-1942),"Journalist, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,1,1,2,9,9,9,2,1,2,1,9,9,9,2,2,2,2,2,9,2,1,1,2,1,1,9,9,9,9,9,9,2,2,2,2,9,9,2,2,2,2,9,1,1,2,1,9,1,2,2,1,2,1,2,2,2,2,9,2,9,9,9,9,9,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,1,1,2,1,2,1,9,9,9,2,1,2,1,1,2,9,1,2,2,2,2,9,1,2,2,9,2,9,9,2,9
12,ANNAPOLIS,Nova Scotia,1867 - 1914,6,1887.02.22,3109,e09431fe-965f-4661-8eff-485c64012c7f,"MILLS, John B.",1758,0.504,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,1,2,1,9,2,2,1,1,1,2,1,2,2,1,1,2,9,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,2,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,1,2,1,2,2,2,1,1,9,9,2,9,9,2,2,1,2,2,1,2,1,9,9,9,9,2,1,1,2,9
847,YORK WEST,Ontario,1867 - 1903,6,1887.02.22,3122,e164011c-1bf8-49e9-94b9-26f199e7740b,"WALLACE, N. Clarke",2638,0.5556,Conservative (1867-1942),"Merchant, miller, teacher",Protestant,0,3,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,9,9,1,2,2,2,2,9,2,1,2,2,1,1,2,1,1,2,2,2,1,2,9,2,2,2,9,2,2,2,2,2,2,2,1,2,2,9,2,1,2,2,1,2,1,2,1,1,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,9,2,1,2,2,1,2,2,2,1,2,9,2,2,9,9,1,1,2,2,2
117,CARDWELL,Ontario,1867 - 1903,6,1888.10.03,3127,e201207c-9f7b-4ae5-a921-ffee70758b85,"WHITE, Robert Smeaton",1088,0.5341,Conservative (1867-1942),"Gentleman, journalist",Protestant,0,1,,,,,,,,,,Elected at a by-election following the death of his father,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,9,2,1,1,2,2,1,2,9,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2,2,1,2,2,1,9,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,9,9,2,2,2,1,2,2,9
326,KENT,Ontario,1867 - 1903,6,1887.02.22- and 1888.05.02,3130,e239a78a-876d-4361-b039-6e5aa7450a12,"CAMPBELL, Archibald",2982,0.5096,Liberal Party of Canada,"Businessman, miller",Protestant,0,1,,,,,,,,,,Unseated : —,,,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,2,1,1,2,2,1,1,9,2,1,1,1,1,2,1,2,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,9,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1
581,QUEBEC EAST,Quebec,1867 - 1966,6,1887.02.22,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Hon. Wilfrid",2622,0.7905,Liberal Party of Canada,Lawyer,Fr.Catholic,1,4,,,,,,,,,,,,,2,2,2,1,2,9,1,2,1,1,1,1,2,2,2,2,1,2,2,9,9,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,1,1,1,1,1,1,1,2,9,9,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,9,1,2,9,1,2,2,1,2,2,1,2,9,1,1,1,2,2,1,1,1
470,MUSKOKA AND PARRY SOUND,Ontario,1882 - 1903,6,1887.02.22,3171,e5f01467-80a6-4771-8cc8-44ab9065398d,"O'BRIEN, W.E.",1595,0.5062,Conservative (1867-1942),"Editor, farmer",Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,9,1,2,2,2,1,1,2,1,9,1,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,1,2,9,2,1,2,1,1,2,2,2,9,2,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,2,2,9,1,2,2,2,2,1,2,2,2,9,1,9,9,2,9,1,9,9,9,9,2,9,9,1,1,1,2,9
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,6,1887.02.22,3181,e6a14792-e382-45c2-9443-cde3c9232da4,"DAVIES, Louis Henry",4382,0.2787,Liberal Party of Canada,Counsel,Protestant,0,2,,,,,,,,,,,,,9,9,9,9,9,1,1,2,1,1,1,1,2,1,2,2,1,1,9,1,2,1,1,2,2,9,9,9,2,1,1,2,1,1,9,9,9,9,9,9,1,1,1,1,1,2,9,9,9,9,2,1,1,2,1,9,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,9,9,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,9
545,PERTH SOUTH,Ontario,1867 - 1933,6,1887.02.22,3182,e6a2b416-7e15-4be6-966e-aaabe5b4b22e,"TROW, James",2224,0.5107,Liberal Party of Canada,"Banker, broker, conveyancer, real estate appraiser, teacher",Protestant,0,5,,,,,,,,,Wales,,,,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,9,9,9,1,1
538,PEEL,Ontario,1867 - 1966,6,1887.02.22,3193,e7aa673a-e5dd-4384-8ba0-f43fb409365b,"MCCULLA, W.A.",1711,0.5064,Conservative (1867-1942),"Building contractor, industrialist",Protestant,0,1,,,,,,,,,Ireland,,,,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,9,2,1,2,2,1,1,2,9,2,2,2,2,1,2,1,2,2,2,2,9,2,2,2,2,2,2,1,1,1,1,9,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,1,2,2,2,1,2,1,2,1,2,2,1,2,9,9,1,1,2,1,2,2,2,1,2,9,9,2,2,2,1,1,1,2,2
