Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
117,CARDWELL,Ontario,1867 - 1903,4,1878.09.17,2925,d28c959b-5d7a-48c7-9590-4bbcbd4cdbd0,"WHITE, Thomas",1218,0.559,Conservative (1867-1942),"Editor, journalist, merchant",Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,2,1,9,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,9,2,2,1,2,1,2,1,2,2,2,2,9,9,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,9,9,9,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
277,HASTINGS EAST,Ontario,1867 - 1924,4,1878.09.17- and 1879.02.25,2948,d4542db0-3877-41ca-9e94-92a820724fea,"WHITE, John",1060,0.5048,Conservative (1867-1942),"Foundryman, machinist",Protestant,0,4,,,,,,,,,Ireland,Election declared void: 1878.09.17,,,1,1,2,9,2,2,2,9,2,2,1,1,9,2,1,1,2,2,1,2,2,2,1,9,1,9,9,2,2,2,2,2,2,9,9,2,1,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,2,9,9,9,1,9,9,9,9,2,2,2,2,2,9,2,9,1,1,9,1,9,2,2,2,2,2,1,1,2,2,9,9,9,1,2,9,9,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2
461,MONTREAL CENTRE,Quebec,1867 - 1892,4,1878.09.17,2951,d46c9cee-121e-4373-a411-eca202c72477,"RYAN, M.P.",2624,0.5872,Liberal-Conservative,Merchant,Catholic,0,4,,,,,,,,,Ireland,,,,1,1,2,1,9,9,9,9,2,1,2,2,9,1,1,9,9,9,9,9,9,9,9,2,2,1,1,2,2,2,2,2,9,1,1,2,1,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,9,2,2,2,2,9,2,2,9,9,2,2,1,1,9,2,2,2,1,2,2,2,1,1,2,2,9,1,2,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,4,1878.09.17-1878.10.16 and 1878.11.04,2958,d5293278-d551-4e30-9a90-b75bbbe4ede9,"TILLEY, Hon. Samuel Leonard",1475,0.5015,Liberal-Conservative,Pharmacist,Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of Finance: 1878.10.16,,,9,9,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,9,1,1,1,9,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,9,9,9,9,1,2,9,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
803,WENTWORTH NORTH,Ontario,1867 - 1892,4,1878.09.17,2965,d56e6749-5c56-4720-8848-5cb71a4c8a64,"BAIN, Thomas",1343,0.5205,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,Scotland,,,,2,2,1,2,1,1,1,9,1,1,1,1,9,2,2,2,1,1,2,9,1,9,2,9,2,2,9,9,9,9,1,1,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,9,1,1,2,9,1,1,9,1,9,2,1,1,9,1,9,1,9,1,1,1,2,2,1,1,1,2,2,9,1,1,2,2,9,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
776,VICTORIA,New Brunswick,1867 - 1914,4,1878.09.17,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, John",831,0.6931,Liberal-Conservative,Judge,Catholic,0,4,,,,,,,,,,,,,1,4,2,9,2,2,2,2,2,1,9,2,9,1,1,1,2,9,1,9,1,2,9,9,1,1,1,9,2,2,2,2,2,1,9,2,2,9,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,2,2,1,9,2,2,2,2,9,2,9,9,2,2,2,1,1,9,9,2,2,9,2,2,2,2,1,2,2,2,2,2,1,2,2,2,9,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2
446,MISSISQUOI,Quebec,1867 - 1924,4,1878.09.17,3002,d78f647b-0503-4169-9986-45219ca76e83,"BAKER, George B.",1355,0.5285,Liberal-Conservative,Lawyer,Protestant,0,3,,,,,,,,,,,,,1,1,2,9,9,9,9,9,2,9,9,9,2,2,9,1,2,9,9,1,1,2,9,2,9,1,1,9,9,9,2,2,2,1,9,9,9,2,2,2,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,1,2,9,1,9,9,9,9,9,9,9,2,9,2,9,9,1,9,1,9,9,9,9,9,9,2,9,1,2,2,2,1,1,9,9,2,9,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
790,WATERLOO NORTH,Ontario,1867 - 1966,4,1878.09.17,3027,d937ad61-5c77-4b7f-838f-5acc0a400b3d,"KRANZ, Hugo",1412,0.5247,Conservative (1867-1942),Town clerk,Protestant,0,1,,,,,,,,,German,,,,1,1,2,9,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,9,1,2,2,2,2,2,9,9,2,2,2,1,1,9,2,2,2,9,2,2,2,2,1,9,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9
601,RENFREW SOUTH,Ontario,1867 - 1966,4,1878.09.17,3060,dbeb258e-7451-4b51-9db7-2b78485bde20,"BANNERMAN, William",962,0.5659,Conservative (1867-1942),"Businessman, lumber merchant",Protestant,0,1,,,,,,,,,Scotland,,,,1,1,9,9,2,2,2,2,2,2,2,2,2,9,1,1,2,2,2,2,1,9,1,9,1,1,1,9,9,9,2,2,2,1,1,9,1,2,2,2,2,9,9,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,2,2,9,1,1,2,9,2,9,2,2,2,2,9,2,1,1,9,1,1,9,9,9,2,2,2,9,2,2,9,9,9,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
425,MASKINONGE,Quebec,1867 - 1924,4,1878.09.17,3073,dcad7d4a-48bc-43c5-9329-1291c90296e9,"HOUDE, Frederic",838,0.5931,Nationalist,"Journalist, newspaper editor, newspaper owner",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,9,2,1,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,1,2,2,9,9,2,2,1,2,9,9,9,9,2,2,2,1,1,1,2,2,2,2,2,2,2,9,9,9,2,2,1,2,1,1,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
327,KENT,New Brunswick,1867 - 1966,4,1878.09.17,3084,ddebf0c1-0534-42ab-81b0-95d2d600b65a,"GIROUARD, Gilbert A.",810,0.2991,Liberal-Conservative,Merchant,Catholic,1,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,9,1,1,2,2,1,1,9,9,1,9,1,2,1,2,1,1,1,9,9,9,2,2,2,1,1,2,1,9,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,9,2,2,2,2,2,2,2,2,9,2,2,1,9,1,9,9,9,9,2,2,9,2,1,2,9,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
836,YAMASKA,Quebec,1867 - 1933,4,1879.07.07,3105,e04d2f71-b9d1-45eb-8013-57d018a76094,"VANASSE DIT VERTEFEUILLE, Fabien",1003,0.5517,Conservative (1867-1942),"Journalist, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,9,9,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,2,2,2,9,1,1,2,2,9,2,2,2,9,2,2,2,2,2,1,1,1,2,9,9,2,2,2,1,1,2,2,2,1,1,1,2,9,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
529,OXFORD NORTH,Ontario,1867 - 1933,4,1878.09.17-1880.11.08,3111,e0dade29-58dd-4331-975f-123ff8268ddf,"OLIVER, Thomas",1706,0.68,Liberal Party of Canada,"Merchant, teacher",Protestant,0,4,,,,,,,,,Scotland,Died in office: 1880.11.08,,,2,2,1,2,1,1,1,1,1,4,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
463,MONTREAL WEST,Quebec,1867 - 1892,4,1878.09.17,3121,e1605564-e9b7-4183-a710-deb30f3bc970,"GAULT, Matthew Hamilton",3334,0.672,Conservative (1867-1942),Insurance agent,Protestant,0,1,,,,,,,,,Ireland,,,,1,1,2,1,9,9,9,9,2,1,2,2,2,1,1,1,2,9,9,1,1,2,1,2,2,1,1,9,9,9,2,9,9,1,1,2,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,2,1,2,2,2,1,2,9,9,2,2,2,2,2,1,1,9,2,9,2,2,2,2,2,1,1,9,9,9,2,2,9,9,2,9,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
847,YORK WEST,Ontario,1867 - 1903,4,1878.09.17,3122,e164011c-1bf8-49e9-94b9-26f199e7740b,"WALLACE, Nathaniel C.",1326,0.5412,Conservative (1867-1942),"Merchant, miller, teacher",Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,1,1,1,2,1,1,2,2,9,2,2,2,1,2,1,1,1,9,9,9,2,2,2,1,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,9,9,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,9,9,2,2,2,1,1,9,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
581,QUEBEC EAST,Quebec,1867 - 1966,4,1878.09.17,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Hon. W.",1946,0.6249,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,1,9,1,1,1,9,1,1,2,2,1,1,2,9,9,9,2,2,1,9,2,1,9,2,9,9,9,9,9,1,1,2,9,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,2,2,2,2,1,1,1,1,9,9,9,9,9,1,1,1,9,9,9,9,9,1,9,9,9,2,9,9,1,1,1,9,2,1,1,1,9,9,9,1,1,1,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
458,MONTMORENCY,Quebec,1867 - 1914,4,1880.02.14-1880.11.12,3153,e498bd5d-aa2f-46e0-9c01-ac5290320365,"ANGERS, Auguste-Real",943,0.6167,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1880.11.12,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,9,1,9,9,1,1,2,2,2,2,9,2,1,9,2,1,9,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
545,PERTH SOUTH,Ontario,1867 - 1933,4,1878.09.17,3182,e6a2b416-7e15-4be6-966e-aaabe5b4b22e,"TROW, James",1796,0.511,Liberal Party of Canada,"Banker, broker, conveyancer, real estate appraiser, teacher",Protestant,0,3,,,,,,,,,Wales,,,,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,9,9,9,9,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,9,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,PORTNEUF,Quebec,1867 - 2004,4,1878.09.17,3192,e7903efa-0165-478b-b5b9-3d95471c8188,"VALLEE, Roch-Pamphile",1605,0.5052,Conservative (1867-1942),"Journalist, newspaper editor",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,1,2,2,2,1,2,1,1,2,2,9,1,2,9,1,1,1,2,9,2,2,1,1,2,2,2,2,2,2,1,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,2,2,1,9,2,2,2,2,9,9,9,2,2,2,2,1,1,2,9,2,9,9,2,2,2,1,1,9,9,9,1,2,9,2,2,2,2,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
409,LUNENBURG,Nova Scotia,1867 - 1924,4,1878.09.17,3243,eb44ee89-ba9a-4c19-8685-b02feeadba1e,"KAULBACH, Charles Edwin",1899,0.6182,Conservative (1867-1942),"Businessman, shipowner",Protestant,0,1,,,,,,,,,,,,,9,9,9,2,2,2,1,2,9,1,9,1,2,2,1,1,2,9,1,1,2,2,1,2,1,1,2,9,9,9,2,2,2,1,1,9,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,9,2,2,9,9,9,9,9,9,9,9,2,9,9,1,9,9,1,9,9,2,2,2,2,2,9,9,2,9,9,9,9,1,1,1,9,9,9,2,2,2,2,1,2,2,2,9,9,9,9,9,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2
172,DIGBY,Nova Scotia,1867 - 1914,4,1878.09.17,3255,ebdb4f07-7714-4ae8-a3b9-9cdec46b6215,"WADE, John Chipman",1019,0.5045,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,9,2,9,2,2,2,9,1,1,2,9,1,9,9,9,1,2,9,1,1,9,9,9,2,2,2,1,1,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,1,9,2,9,2,2,2,9,2,2,2,9,9,2,1,9,1,1,2,2,9,2,2,2,2,1,2,2,2,1,9,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9
369,LANARK NORTH,Ontario,1867 - 1914,4,1878.09.17-1879.12.17,3302,ef70df8d-94d1-49d0-be93-0bb66ab15633,"GALBRAITH, Daniel",992,0.5111,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,Scotland,Died in office: 1879.12.17,,,2,2,1,2,1,1,9,1,1,1,1,1,1,2,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
134,CHARLEVOIX,Quebec,1867 - 1914,4,1878.09.17-1879.01.04,3303,ef73ed41-71a3-4046-a7bc-7e5126b3befb,"TREMBLAY, P.A.",1052,0.5292,Liberal Party of Canada,"Editor, land surveyor",Fr.Catholic,1,4,,,,,,,,,,Died in office: 1879.01.04,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
51,BONAVENTURE,Quebec,1867 - 1971,4,1879.08.26,3304,ef890921-53fb-45b2-b231-0f54638d5cd6,"BEAUCHESNE, Pierre-Clovis",accl.,,Conservative (1867-1942),Notary,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,2,1,9,1,9,1,2,2,2,2,2,2,1,9,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,2,1,1,2,9,9,1,2,2,9,2,2,2,9,9,9,2,2,1,9,1,2,2,2,1,9,2,2,2,1,2,9,2,9,9,1,2,2,9,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17-1878.10.18 and 1878.11.09,3306,efa62b1b-8e80-42f3-9b10-fa6e586ff18b,"POPE, James Colledge",3275,0.2966,Conservative (1867-1942),"Merchant, shipbuilder, shipowner",Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of Marine and Fisheries: 1878.10.18,,,1,1,2,9,9,9,2,2,2,1,2,2,2,1,1,9,2,1,1,9,1,2,9,2,2,1,9,9,9,9,2,2,9,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,9,1,9,1,2,2,2,9,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
588,QUEEN'S COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17,3313,f003c4d1-75b3-42e4-8449-4188668185c7,"BRECKEN, Frederic de Sainte-Croix",3102,0.281,Conservative (1867-1942),Lawyer,Protestant,1,1,,,,,,,,,,,,,1,1,9,1,2,2,2,2,2,1,2,2,2,1,9,9,2,2,1,1,1,2,1,2,9,1,2,9,9,9,2,2,2,1,1,2,2,9,9,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,9,2,1,1,9,2,2,9,2,2,2,2,2,2,9,9,9,9,1,1,9,1,2,2,2,2,2,1,2,2,2,1,1,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
606,RICHELIEU,Quebec,1867 - 1933,4,1878.09.17,3319,f061cd90-588a-41f2-8075-762c8eca5736,"MASSUE, Louis Huet",1227,0.5235,Liberal-Conservative,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,9,1,1,2,2,1,1,2,9,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,9,1,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,2,2,2,1,1,2,2,1,2,2,2,2,9,9,2,2,1,1,2,1,9,2,2,2,2,2,2,1,2,2,2,2,2,9,9,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
316,JOLIETTE,Quebec,1867 - 1933,4,1880.12.09,3337,f20c3ce1-e343-4329-8fca-08b97d98362a,"MCCONVILLE, Lewis Arthur",1225,0.6414,Conservative (1867-1942),Lawyer,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,1,1,1,9,9,9,2,2,2,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
118,CARIBOO,British Columbia,1872 - 1892,4,1878.09.17-1880.12.20,3368,f5422b27-068a-4002-8020-2ae753525ce6,"THOMPSON, Joshua Spencer",accl.,,Liberal-Conservative,"Accountant, journalist",Protestant,0,4,,,,,,,,,Ireland,Died in office: 1880.12.20,,,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
65,BRANT NORTH,Ontario,1867 - 1892,4,1878.09.17,3376,f5d30e23-b256-446a-9fd2-3781d23bf77a,"FLEMING, Gavin",931,0.5592,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,Scotland,,,,2,2,1,2,1,1,1,1,1,1,2,2,9,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,9,1,1,9,1,2,1,1,1,2,1,1,1,1,2,2,9,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9
