Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H07S1V001,H07S1V002,H07S1V003,H07S1V004,H07S1V005,H07S1V006,H07S1V007,H07S1V008,H07S1V009,H07S1V010,H07S1V011,H07S1V012,H07S1V013,H07S1V014,H07S1V015,H07S1V016,H07S1V017,H07S1V018,H07S1V019,H07S1V020,H07S1V021,H07S1V022,H07S1V023,H07S1V024,H07S1V025,H07S1V026,H07S1V027,H07S1V028,H07S2V001,H07S2V002,H07S2V003,H07S2V004,H07S2V005,H07S2V006,H07S2V007,H07S2V008,H07S2V009,H07S2V010,H07S2V011,H07S2V012,H07S2V013,H07S3V001,H07S3V002,H07S3V003,H07S3V004,H07S3V005,H07S3V006,H07S3V007,H07S3V008,H07S3V009,H07S3V010,H07S3V011,H07S3V012,H07S4V001,H07S4V002,H07S4V003,H07S4V004,H07S4V005,H07S4V006,H07S4V007,H07S4V008,H07S4V009,H07S4V010,H07S4V011,H07S4V012,H07S4V013,H07S4V014,H07S4V015,H07S4V016,H07S4V017,H07S4V018,H07S4V019,H07S4V020,H07S4V021,H07S4V022,H07S4V023,H07S4V024,H07S4V025,H07S4V026,H07S4V027,H07S4V028,H07S4V029,H07S4V030,H07S4V031,H07S4V032,H07S5V001,H07S5V002,H07S5V003,H07S5V004,H07S5V005,H07S5V006,H07S5V007,H07S5V008,H07S5V009,H07S5V010,H07S5V011,H07S5V012,H07S5V013,H07S5V014,H07S5V015,H07S5V016,H07S5V017,H07S5V018,H07S5V019,H07S5V020,H07S5V021,H07S5V022,H07S6V001,H07S6V002,H07S6V003,H07S6V004,H07S6V005,H07S6V006,H07S6V007,H07S6V008,H07S6V009,H07S6V010,H07S6V011,H07S6V012,H07S6V013
601,RENFREW SOUTH,Ontario,1867 - 1966,7,1891.03.05,2586,b9cfd26c-f57d-4fa9-9702-4a65c1f134f0,"FERGUSON, John",1642,0.5782,Independent Conservative,"Farmer, lumberman",Protestant,0,2,,,,,,,,,Scotland,,,,1,1,9,1,1,1,2,2,9,9,1,9,9,2,1,2,2,2,2,2,2,9,2,2,1,2,2,1,1,2,9,9,9,2,2,1,1,9,2,9,2,2,2,2,2,9,9,2,9,2,2,2,2,2,9,1,1,1,2,2,2,1,2,9,9,9,9,9,2,2,2,2,2,1,1,2,1,2,2,9,9,2,2,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,9,1,9,2,1,1,2,9,2,1,1,9
188,DURHAM EAST,Ontario,1867 - 1903,7,1891.03.05,2593,ba06d1c0-5bdf-4e5a-9afc-759eb4f1cd0f,"CRAIG, Thomas Dixon",1746,0.5089,Independent Conservative,Tanner,Protestant,0,1,,,,,,,,,England,,,,1,1,1,1,9,9,9,2,2,1,9,2,1,2,1,2,9,2,2,2,2,2,2,2,1,2,2,1,1,2,9,9,2,2,2,1,1,2,1,9,9,2,9,9,2,9,9,2,2,2,2,2,2,2,1,1,1,9,9,9,9,2,2,2,9,9,9,9,2,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,1,2,2,2,9,9,2,2,2,2,9,2,9,1,2,2,2,9,2,2,9,2,2,9,2,1,2,9,9,9,9,9,1,2
274,HANTS,Nova Scotia,1867 - 1924,7,1891.03.05,2605,bab4db6b-405f-40df-a8aa-867879c446b4,"PUTNAM, Alfred",1705,0.5153,Conservative (1867-1942),Shipbuilder,Protestant,0,2,,,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,9,9,1,2,2,2,2,2,1,1,2,2,2,9,2,9,2,9,1,9,1,9,2,2,1,2,2,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,9,2,2,2,2,9,2,9,2,2,2,2,9,2,9,1,2,2,1,9,9,9,9,9,1,9
810,WESTMORLAND,New Brunswick,1867 - 1966,7,1891.03.05-1895.08.04,2623,bc2d3b18-acf5-416e-8680-690fac73f428,"WOOD, Josiah",4205,0.6715,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,Resignation. Called to the Senate: 1895.08.04,,,1,1,9,1,1,1,2,9,2,1,9,2,9,2,1,2,2,2,2,9,2,2,2,2,1,2,2,1,9,9,9,9,2,9,9,9,9,9,2,9,9,2,9,9,2,1,1,2,2,2,2,2,2,2,9,9,9,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,1,2,1,9,2,2,9,2,2,9,9,2,9,9,9,9,9,9,9,9,2,2,2,9,2,1,2,9,2,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99
287,HOCHELAGA,Quebec,1867 - 1978,7,1892.10.21,2652,bec5eebe-2912-4d3e-8aab-f2532a235a2c,"LACHAPELLE, Severin",accl.,,Conservative (1867-1942),"Author, physician",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,9,2,2,2,9,2,9,2,1,1,9,1,2,9,2,1,2,2,9,9,2,2,2,2,2,2,2,1,9,2,1,2,2,2,9,9,2,2,2,2,1,2,2,2,9,9,1,1,2,9,2,2,2,1,2,2,2,2,2,2,9,2,1,9,1,2,1,1,2,1,2,1,1,2
690,SOULANGES,Quebec,1867 - 1914,7,1891.03.05,2690,c11ae5e8-f18c-455d-b96c-253f5330753d,"MOUSSEAU, Jos. O.",934,0.5107,Independent,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,2,9,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
369,LANARK NORTH,Ontario,1867 - 1914,7,1891.12.31,2698,c1944d45-5079-45ef-991f-e6c35b1f771c,"ROSAMOND, Bennett",accl.,,Conservative (1867-1942),Woollens manufacturer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,2,9,9,9,2,2,9,2,2,9,9,2,1,1,2,2,2,2,2,2,2,9,1,1,9,2,2,9,9,2,2,2,9,9,9,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,9,9,9,9,9,2,2,2,2,2,9,2,2,2,2,9,9,9,2,1,9,9,1,2,9,2,9,9,9,9,2
783,VICTORIA NORTH,Ontario,1867 - 1903,7,1892.02.11,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Samuel",,,Liberal-Conservative,"Editor, teacher",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,9,2,9,9,9,9,9,1,2,2,2,9,2,9,9,9,9,2,2,9,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,9,9,9,9,9,9,2,9,9,2,1,2,2,2,9,2,2,9,9,9,1,9,2,2,9,9,9,9,1,1,9
161,CORNWALL AND STORMONT,Ontario,1882 - 1903,7,1891.03.05,2706,c205a3fe-2e09-4a32-a8a8-a1721609386f,"BERGIN, Darby",2152,0.5267,Liberal-Conservative,Physician,Catholic,0,5,,,,,,,,,,,,,1,1,9,1,9,1,2,2,2,1,9,9,9,2,9,2,2,2,2,2,9,2,2,9,1,2,2,1,9,2,2,1,9,9,9,9,9,9,2,9,9,9,2,2,9,9,9,2,1,9,9,9,9,2,9,1,9,1,2,2,9,9,9,9,9,2,2,9,2,9,2,2,2,2,9,9,9,9,9,2,9,2,2,9,2,2,9,9,9,2,2,1,2,1,9,2,2,2,2,1,2,2,9,2,2,2,1,9,9,9,9,2,1,1,2,1,2,1,9,2
401,LONDON,Ontario,1867 - 1966,7,1892.02.26,2710,c24b8c34-80ba-4bd2-93fc-2ee2c64c11d7,"CARLING, John",,,Liberal-Conservative,Brewer,Protestant,0,6,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,1,2,2,2,1,1,9,2,1,2,2,2,2,2,9,1,2,2,2,2,2,2,2,9,1,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,1,2,1,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,9,9,9,1,2,2,2,2,2,2,9,2,9,9,1,2,1,1,2,1,2,1,1,9
74,BROCKVILLE,Ontario,1867 - 1914,7,1891.03.05-1892.12.07 and 1892.12.21,2738,c48acb12-4d61-4011-8dca-4a7eaa29ee6d,"WOOD, John Fisher",1815,0.5258,Liberal-Conservative,Lawyer,Protestant,0,3,,1,,,,,,,,Resignation. Appointed Controller of Inland Revenue: 1892.12.07,,,1,1,1,1,9,1,2,2,1,1,9,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,9,9,2,2,2,2,2,1,9,2,2,2,2,2,2,2,1,1,9,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,9,9,2,2,2,2,2,1,2,2,2,2,2,2,9,2,1,9,1,2,1,1,2,1,2,1,1,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,7,1891.03.05-1896.01.06,2751,c56f0654-4442-4fab-8cfb-1455d1a7b434,"ADAMS, Michael",2192,0.5605,Conservative (1867-1942),Lawyer,Catholic,0,1,,,,,,,,,,Resignation. Called to the Senate: 1896.01.06,,,1,1,1,1,1,1,2,2,2,1,9,2,2,2,9,9,2,9,2,2,9,9,2,2,1,2,2,1,9,2,9,9,2,2,2,1,1,9,1,9,2,2,9,9,2,9,9,2,1,9,9,9,9,2,9,9,2,9,9,2,9,1,2,9,9,2,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,2,2,2,9,9,9,9,9,2,9,9,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99
713,SUNBURY,New Brunswick,1867 - 1892,7,1891.03.05,2761,c63dd00f-8331-4a72-9650-25cda0ce07a6,"WILMOT, R.D.",712,0.6251,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,England,,,,1,1,1,1,1,1,2,9,2,1,9,2,1,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,2,2,9,9,2,9,9,2,1,1,2,2,2,9,2,9,2,1,1,9,1,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,9,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,9,2,2,2,2,2,2,1,2,9,9,1,2,1,1,2,9,2,1,1,2
235,GASPE,Quebec,1867 - 1996,7,1891.03.05,2802,c87a6c25-8e55-4d78-ab87-dff6353e3e82,"JONCAS, Louis Z.",accl.,,Conservative (1867-1942),"Accountant, agent, author, manager",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,9,1,9,9,2,9,9,1,2,2,2,2,9,9,2,2,9,2,9,2,9,2,9,9,9,9,1,2,9,9,2,2,2,1,1,9,2,2,9,2,9,9,2,2,1,9,2,2,2,2,2,2,1,9,9,1,2,9,2,1,2,2,9,2,9,9,9,2,2,2,2,1,9,9,9,2,2,2,9,2,2,9,9,2,1,2,2,2,2,1,9,9,2,9,2,2,2,9,9,9,1,2,9,9,9,2,1,9,1,2,1,1,2,9,9,9,1,2
687,SIMCOE SOUTH,Ontario,1867 - 1924,7,1891.03.05,2810,c972ebe5-f986-43a6-b56e-4a75ebc942e1,"TYRWHITT, Richard",accl.,,Conservative (1867-1942),Farmer,Protestant,0,4,,,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,9,9,9,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,9,9,9,9,2,9,2,9,2,2,2,9,2,2,1,2,9,1,9,1,2,1,2,2,1,9,2,2
685,SIMCOE EAST,Ontario,1882 - 1966,7,1891.03.05,2818,c9db583e-180c-4876-8127-df40d3904101,"SPOHN, P.H.",2850,0.5188,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,9,2,2,1,1,2,2,9,1,1,1,9,1,1,9,1,9,9,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
580,QUEBEC-CENTRE,Quebec,1867 - 1914,7,1891.03.05,2828,ca8db743-62a2-40bd-bf4a-5813f6694071,"LANGELIER, Hon. Frs.",1080,0.5187,Liberal Party of Canada,"Dean, lawyer, professor",Fr.Catholic,1,3,,,,,,,,,,,,,9,9,9,9,2,2,1,1,2,2,2,1,9,1,2,1,1,9,1,1,1,1,9,9,2,2,1,2,2,1,1,2,1,1,1,2,2,9,2,2,9,1,1,1,1,9,9,1,1,1,1,1,1,1,9,2,9,2,1,1,1,1,1,1,9,1,1,9,9,9,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,1,2,2,1,9,1,9,1,1,2,1,2,1,1,1,1,9,9,9,9,9,1,2,2,9,9,9,9,2,9
463,MONTREAL WEST,Quebec,1867 - 1892,7,1891.03.05,2830,cae3b92b-3fa6-4641-a9d4-70e585e40dc1,"SMITH, Hon. Sir D.A.",4586,0.839,Independent Conservative,Businessman,Protestant,0,6,,,,,,,,,Scotland,,,,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
775,VICTORIA,Nova Scotia,1867 - 1903,7,1891.03.05- and 1892.01.26,2858,cd019335-3466-43f3-91c3-d030d8df49ff,"MCDONALD, John Archibald",822,0.5163,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Election declared void: ó,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,1,2,2,2,1,1,2,9,1,2,2,9,9,2,1,1,2,2,2,9,2,9,2,1,1,9,1,2,9,9,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,2,2,2,9,2,2,1,2,2,2,2,2,9,1,2,1,9,1,2,1,1,1,1,2,9,9,9
519,OTTAWA (COUNTY OF),Quebec,,7,1891.03.05,2903,d0492a27-b492-4870-a674-cf05948df593,"DEVLIN, C.R.",2993,0.5372,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,,,,,2,2,2,2,2,2,1,1,9,9,2,1,9,1,2,1,1,1,9,1,9,9,9,9,9,9,9,9,2,1,1,2,9,9,1,2,2,1,2,2,1,1,1,1,1,2,9,9,1,1,1,1,1,1,9,2,9,2,1,1,9,9,9,9,9,1,1,9,1,9,2,2,2,1,9,9,9,2,2,9,9,1,9,9,1,1,9,1,2,1,2,1,9,9,1,1,9,9,9,2,1,1,1,9,1,1,9,1,9,2,9,2,1,2,1,1,2,1,9,1
424,MARQUETTE,Manitoba,1871 - 1976,7,1891.03.05-1892.06.27,2904,d07d1eb7-2873-45f8-ab58-bd0add8f5dff,"WATSON, Robert",2265,0.5051,Liberal Party of Canada,"Businessman, industrialist",Protestant,0,3,,,,,,,,,,Resignation. Enters provincial politics in Manitoba: 1892.06.27,,,2,2,2,2,2,2,1,1,2,2,9,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
304,HURON SOUTH,Ontario,1867 - 1933,7,1891.03.05,2909,d1418e9a-90bb-4f28-9e1c-f2f1a3969439,"MCMILLAN, John",1845,0.6386,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,Scotland,,,,2,2,9,9,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,9,1,1,1,1,1,1,9,1,1,1,9,1,9,1,2,2,9,2,1,1,1,2,9,1,9,9,9,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,9,1,2,1,2,1,1,2,2,2,1,1,9,9,9,2,1,2,1,1,1,1,9,1,9,2,2,1,2,2,1,2,1,1,9,1
363,LAMBTON EAST,Ontario,1882 - 1933,7,1891.03.05,2932,d30c3133-d7ac-4f31-9c3c-05161f998b93,"MONCRIEFF, George",2636,0.5601,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,Scotland,,,,1,1,9,9,1,1,2,2,2,1,1,2,9,2,9,9,2,9,2,2,2,2,9,9,9,9,9,9,9,2,2,1,2,9,2,1,1,2,2,9,9,2,2,2,2,9,9,2,9,2,9,2,9,2,9,9,1,1,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,9,2,9,9,9,9,9,9,9,9,9,2,1,9,2,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,1,2,9,1,9,2,1,9,9,9,9,9,9,9
268,HAMILTON,Ontario,1867 - 1903,7,1891.03.05,2942,d3b9141b-a0d7-48c4-9ac0-374ca7501308,"RYCKMAN, Samuel S.",4156,0.2708,Conservative (1867-1942),"Grocer, real estate agent",Protestant,0,1,,,,,,,,,,,,,1,1,1,1,1,1,9,2,2,1,1,2,1,2,1,2,2,2,2,9,2,2,2,2,1,2,2,1,9,2,9,9,2,2,2,1,1,2,2,9,9,2,2,2,2,9,9,2,9,2,2,2,2,2,9,1,1,1,2,2,9,9,2,9,9,2,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,2,9,9,9,9,2,2,9,2,9,9,9,9,2,2,2,2,9,9,9,9,9,2,1,9,9,1,9,9,1,9
704,STANSTEAD,Quebec,1867 - 1966,7,1891.03.05,2943,d3bf3fdc-3038-424b-9c07-6a29b4dd1f09,"RIDER, T.B.",1655,0.5159,Liberal Party of Canada,"Merchant, postmaster, sawmiller",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,9,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,9,1,2,2,1,2,9,1,1,9,9,1,1,2,1,1,1,9,1,9,1,9,2,1,2,1,1,9,9,1,1,9,1,1,9,1,1,1,1,1,2,2,1,2,2,2,1,2,1,9,9,1,1,9,1,2,1,9,9,9,9,1,1,9,1,1,2,1,2,1,1,1,1,9,1,2,2,2,1,2,2,1,2,1,1,2,9
458,MONTMORENCY,Quebec,1867 - 1914,7,1892.03.10,2944,d3c79666-164c-4177-8c03-d45fc45d5b1b,"TURCOTTE, Arthur-Joseph",accl.,,Conservative (1867-1942),"Grocer, liquor merchant",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,2,9,9,2,1,2,1,2,9,9,9,9,2,2,9,2,2,9,2,9,1,2,1,2,9,2,9,1,9,2,1,1,2,1,2,1,1,2
803,WENTWORTH NORTH,Ontario,1867 - 1892,7,1891.03.05,2965,d56e6749-5c56-4720-8848-5cb71a4c8a64,"BAIN, Thomas",1517,0.5353,Liberal Party of Canada,Farmer,Protestant,0,6,,,,,,,,,Scotland,,,,2,2,2,2,2,2,1,1,2,2,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,9,1,1,1,1,1,1,1,1,2,1,1,1,9,1,9,1,2,2,1,2,9,9,9,2,1,9,9,1,9,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,9,1,1,2,1,2,1,1,1,1,2,1,9,9,9,1,2,2,1,2,1,1,9,1
118,CARIBOO,British Columbia,1872 - 1892,7,1891.03.05,2990,d6a2960d-41a6-4a64-8bf3-a89e92120e59,"BARNARD, F.S.",223,0.5348,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,9,1,2,2,2,2,2,2,9,9,1,9,1,2,9,2,1,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,1,9,9,9,9,9,9,9
776,VICTORIA,New Brunswick,1867 - 1914,7,1891.03.05,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, Hon. John",1427,0.661,Liberal-Conservative,Judge,Catholic,0,7,,1,,,,,,,,,,,1,1,9,1,1,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,9,9,9,9,2,1,1,2,9,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,9,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,9,2,9,2,1,2,9,2,2,2,2,9,2,2,9,1,2,1,1,2,1,2,1,1,2
446,MISSISQUOI,Quebec,1867 - 1924,7,1891.03.05-1896.01.06,3002,d78f647b-0503-4169-9986-45219ca76e83,"BAKER, G.B.",1776,0.5234,Liberal-Conservative,Lawyer,Protestant,0,5,,,,,,,,,,Resignation. Called to the Senate: 1896.01.06,,,1,1,1,1,1,1,2,9,1,1,1,9,9,2,1,2,2,2,9,2,9,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,9,9,9,2,2,2,2,2,9,1,2,9,2,9,2,9,2,9,1,1,1,2,9,9,9,2,9,9,9,2,2,2,9,2,2,2,1,9,9,9,2,2,2,9,2,2,9,9,2,9,2,1,9,9,9,9,9,9,9,2,2,9,1,2,2,2,2,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99
442,MIDDLESEX SOUTH,Ontario,1882 - 1903,7,1893.03.22,3007,d7ee56c2-71d9-4556-be91-19012173698c,"BOSTON, Robert",accl.,,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,1,2,2,1,2,1,9,1,2,1,1,1,9,9,9,1,1,1,1,1,9,2,1,2,2,1,1,2,1,1,1,9,1,2,2,1,1,1,2,2,2,1,1,9,9,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,9,2,1
586,QUEEN'S,New Brunswick,1867 - 1892,7,1892.02.25,3037,da062c58-85ff-47c7-abc6-f20539625028,"BAIRD, George Frederick",,,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,9,9,9,9,9,9,9,2,2,9,9,2,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,9,2,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,2,2,2,9,2,2,2,2,2,2,9,9,2,1,2,2,1,9,9,9,9,9,9,9
16,ANTIGONISH,Nova Scotia,1867 - 1914,7,1895.04.17,3095,df4ae425-8ef9-4dad-bd14-1308e389d7a7,"MCISAAC, Colin Francis",accl.,,Liberal Party of Canada,Lawyer,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,9,2,9,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,9,9
551,PONTIAC,Quebec,1867 - 1947,7,1891.03.05,3104,e04a4ab4-fa00-4451-904e-6c261abd68c0,"MURRAY, Thomas",1100,0.4101,Liberal Party of Canada,"Contractor, merchant",Catholic,0,1,,,,,,,,,,,,,2,2,2,2,9,2,1,1,2,2,9,9,9,1,2,1,1,1,1,1,1,1,9,1,2,2,1,2,9,9,1,2,1,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
12,ANNAPOLIS,Nova Scotia,1867 - 1914,7,1891.03.05,3109,e09431fe-965f-4661-8eff-485c64012c7f,"MILLS, John B.",1835,0.5247,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,9,2,1,2,2,2,1,1,2,2,1,2,2,9,9,2,1,1,2,2,2,2,2,2,2,1,1,9,1,9,2,2,9,2,2,9,2,9,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,2,1,2,1,2,2,1,2,2,2,2,2,9,2,9,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,9,9
