Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
351,L'ISLET,Quebec,1867 - 1933,17,1930.07.28,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, J.-Fernand",3558,0.5292,Liberal Party of Canada,Land surveyor,,1,5,,,,,,,,,,,,,9,1,9,9,9,1,2,1,1,2,2,1,1,9,1,9,2,9,9,1,1,9,9,9,2,9,9,9,9,1,9,9,9,9,2,9,2,9,1,9,2,2,1,9,9,1,9,2,1,2,1,1,1,9,9,2,1,2,9,9,2,2,9,2,2,9,2,9,9,9,1,2,2,2,9,2,9,9,2,2,9,9,2,1,2,9,9,9,2,1,2,2,2,2,2,9,2,1,1,9,2,9,9,1,1,9,9,9,9,2,9,1,2,2,9,9,9,1,9,9,9,9,1,2,9,9,1,9,9,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,9
574,PROVENCHER,Manitoba,1871 - ,17,1930.07.28,2323,a638ffca-3e58-4c73-af5b-001d8d62aeda,"BEAUBIEN, Arthur-Lucien",4562,0.5795,Liberal Progressive,Farmer,,1,4,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,2,1,1,9,2,1,1,9,9,9,1,1,9,9,9,2,9,9,1,2,9,9,2,1,9,9,9,2,1,1,2,9,9,9,2,1,1,9,2,1,2,1,1,9,9,9,9,1,2,9,9,2,2,1,2,2,9,2,9,2,9,1,2,9,2,2,2,1,1,2,2,9,2,2,1,2,2,9,2,2,9,2,2,9,9,9,9,2,1,1,2,2,9,9,1,1,1,2,2,9,2,2,9,2,2,2,1,2,1,2,2,9,9,9,9,9,1,9,9,1,2,9,1,2,1,2,1,9,9,9,2,2,9,9,9,2,1,1,9,2
476,NEEPAWA,Manitoba,1914 - 1947,17,1930.07.28-1930.08.06 and 1930.08.25,2345,a806b300-a8b2-447e-8b6a-0a432698daca,"MURPHY, Hon. Thomas Gerow",5638,0.5221,Conservative (1867-1942),Pharmacist,,0,2,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06,,,2,2,2,2,1,2,9,9,2,1,2,2,2,1,2,2,9,2,1,9,9,2,2,1,1,2,1,2,9,9,2,1,2,9,1,2,9,2,2,1,9,9,9,9,9,2,1,2,2,1,2,9,1,2,9,9,2,1,9,9,9,1,1,1,1,1,9,1,9,9,2,9,1,1,9,9,9,2,1,9,2,9,2,2,9,9,1,9,1,9,9,9,9,9,1,9,9,2,2,1,9,2,1,9,9,2,1,9,1,9,9,1,9,9,1,9,1,1,1,1,2,9,2,9,1,9,9,9,9,9,9,9,2,2,1,9,1,9,9,9,9,9,9,9,1,9,2,2,1
587,QUEEN'S,Prince Edward Island,1903 - 1966,17,1930.07.28,2352,a8a4ce38-d70e-4fba-957b-6ef2a4f0b003,"MYERS, John Howard",9178,0.2568,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,9,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,9,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,9,1,2,1,2,2,9,9,9,9,9,9,1,1,2,9,9,9,1,1,1,1,9,9,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,9,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,9,2,2,2,2,1,9,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,9,9,1
797,WELLINGTON SOUTH,Ontario,1867 - 1966,17,1930.07.28-1930.08.06 and 1930.08.25,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hon. Hugh",8887,0.5296,Conservative (1867-1942),Lawyer,,0,9,,1,,,,,,,,Resignation. Appointed Minister of Justice and Attorney General of Canada: 1930.08.06,,,2,2,2,2,1,9,1,9,9,9,2,9,9,9,2,2,1,2,1,2,2,2,2,1,1,2,9,2,1,2,9,1,9,9,1,9,1,9,2,9,1,1,2,1,2,2,9,2,2,1,9,2,9,2,9,1,2,1,9,9,1,1,1,1,1,9,1,1,2,9,9,9,9,1,9,9,2,2,1,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,2,2,2,1,1,9,1,1,9,1,2,1,9,9,9,1,1,2,9,2,9,9,9,9,9,9,1,9,1,2,2,1,9,9,9,9,1,1,1,1,9,9,1,2,2,1
401,LONDON,Ontario,1867 - 1966,17,1930.07.28,2357,a8c95255-a23d-419d-8f46-9ba15fe55968,"WHITE, John Franklin",13981,0.5904,Conservative (1867-1942),Industrialist,,0,4,,,,,,,,,,,,,9,2,2,2,1,9,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,2,9,1,2,9,1,2,1,9,9,9,9,9,9,9,9,9,1,2,9,9,1,1,1,9,1,9,2,1,1,2,9,2,2,1,1,9,9,9,2,9,9,9,9,9,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,9,1,1,2,1,9,9,1,9,9,9,9,9,2,1,9,2,2,1,1,2,1,2,2,1,9,9,9,2,1,9,9,9,9,1,9,9,9,9
398,LINCOLN,Ontario,1903 - 1996,17,1930.07.28,2378,a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2,"CHAPLIN, James Dew",13474,0.6416,Conservative (1867-1942),Businessman,,0,5,,,,,,,,,,,,,9,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,1,9,9,2,2,2,2,1,1,2,1,2,1,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,9,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,9,2,2,1,9,1,1,9,9,2,1,1,9,9,2,2,1,2,1,1,1,2,1,1,9,1,1,2,1,2,2,1,9,2,1,2,2,2,1,1,1,1,9,1,1,2,2,2,1,9,1,1,2,2,2,2,9,9,2,2,9,1,2,1,2,2,1,2,1,1,9,9,1,1,1,1,1,1,2,2,1
367,LANARK,Ontario,1914 - 1966,17,1930.07.28,2386,aa6d068b-338a-49cc-a128-e8b6da7f61b7,"THOMPSON, Thomas Alfred",7064,0.4211,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,2,2,1,2,2,1,9,9,2,2,2,2,1,1,2,9,2,1,9,2,9,2,1,1,2,1,2,2,9,1,1,2,9,2,2,1,2,2,1,2,9,1,2,9,1,2,1,9,9,1,1,1,1,1,1,1,1,2,2,2,1,1,1,9,1,9,2,1,9,2,9,2,2,1,1,9,1,1,9,1,1,9,9,1,2,1,2,9,1,1,2,1,2,2,2,1,1,1,1,1,9,1,2,1,2,9,1,1,1,9,9,2,2,1,9,2,2,1,1,2,1,9,9,9,2,1,9,2,1,1,9,9,9,1,1,2,2,9
518,OTTAWA (CITY OF),Ontario,,17,1930.07.28,2393,aae8b0ef-47f0-4236-8524-07eeab55b3e8,"AHEARN, T. Frank",25632,0.264,Liberal Party of Canada,"Agent, businessman, insurance agent",,0,1,,,,,,,,,,,,,1,9,2,1,2,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,1,2,1,9,2,1,2,1,1,9,2,2,1,2,1,1,2,2,1,2,9,1,9,9,1,1,1,2,9,9,9,2,9,2,2,9,2,9,9,9,1,9,2,9,2,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,1,1,1,2,1,9,1,9,9,2,1,9,2,1,2,1,9,9,1,2,2,2,2,9,2,1,1,1,9
327,KENT,New Brunswick,1867 - 1966,17,1930.07.28,2394,aaeccd27-ba7b-4908-bffc-7236ab4cae95,"ARSENAULT, Telesphore",4884,0.5202,Conservative (1867-1942),"Business manager, farmer",,1,1,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,9,2,2,9,2,1,9,9,1,2,2,2,2,1,1,2,9,2,1,2,9,9,9,1,9,9,9,2,2,1,1,1,9,9,9,9,9,2,2,1,2,9,9,9,9,1,2,1,2,2,1,1,1,1,1,1,1,9,1,2,2,1,1,1,1,1,9,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,9,9,9,2,1,2,2,9,9,2,1,9,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,9,9,9,9,9
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,17,1930.07.28,2408,ac244c59-b46b-4e19-8e51-7bcd5a67e50d,"THAUVETTE, Joseph",4313,0.5096,Liberal Party of Canada,Physician,,1,1,,,,,,,,,,,,,9,1,2,1,2,9,9,1,1,2,9,9,9,9,1,9,9,9,2,1,9,2,1,2,2,1,9,1,2,1,9,9,9,2,9,9,9,1,1,2,2,2,9,9,9,9,9,2,1,2,1,9,9,9,9,9,1,2,9,9,9,2,9,2,2,2,2,9,2,9,9,9,9,2,9,2,9,9,9,9,9,9,2,1,2,9,9,9,9,1,2,9,2,2,9,9,9,1,1,9,9,9,9,1,1,9,9,9,9,2,9,9,2,2,2,9,9,1,2,2,1,9,1,9,9,9,1,1,9,2,9,9,2,1,2,9,9,9,9,9,2,9,9,9,2,9,1,1,9
563,PRESCOTT,Ontario,1867 - 1952,17,1930.07.28,2427,adeb470e-95a5-4d1a-9fd9-e72a81a909e3,"BERTRAND, Elie Oscar",6572,0.7386,Liberal Party of Canada,Merchant,,1,2,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,2,9,9,1,2,1,1,2,9,9,1,1,2,1,2,9,1,9,9,2,1,9,9,9,9,9,9,2,1,9,9,2,2,9,9,9,9,9,2,1,2,9,1,9,9,9,2,1,2,9,9,9,2,1,2,2,2,9,2,2,9,9,9,2,9,9,2,9,1,2,2,1,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,9,9,2,1,1,9,9,2,9,9,9,9,2,2,2,9,9,1,9,9,9,9,1,9,9,9,1,1,1,2,9,1,2,1,2,1,9,2,2,2,9,2,9,9,9,1,1,1,9
689,SKEENA,British Columbia,1914 - 2003,17,1930.07.28,2429,ae12b84c-7041-40f5-945b-30deb6fe5981,"HANSON, Olof",5351,0.5529,Liberal Party of Canada,"Businessman, lumberman",,0,1,,,,,,,,,Sweden,,,,9,1,1,1,2,9,2,1,1,2,1,1,1,2,1,1,1,9,2,1,1,2,1,2,9,1,2,9,2,1,9,2,1,2,2,1,2,9,1,2,2,2,1,2,1,1,9,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,9,1,2,9,9,9,1,1,1,2,2,2,2,1,9,1,9,2,1,2,2,1,2,9,2,2,9,9,2,2,9,2,9,1,2,1,1,2,2,1,2,9,1,1,2,2,2,2,2,9,9,2,2,1,9,1,2,2,9,9,1,2,1,9,1,1,1,2,1,9,2,1,2,9,2,2,1,2,9,2,2,9,2,1,1,1,2
131,CHAMPLAIN,Quebec,1867 - 2003,17,1930.07.28,2458,b057da33-0923-4c8c-9c52-27d13114ed82,"BARIBEAU, Jean-Louis",9024,0.4736,Conservative (1867-1942),Merchant,,1,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,9,9,1,2,1,1,9,9,2,2,2,2,1,1,2,9,2,1,2,9,1,9,9,1,9,1,1,2,1,1,1,2,1,9,2,9,2,2,1,2,2,9,2,2,9,2,1,9,9,1,1,1,1,1,9,1,9,1,9,2,1,9,1,1,1,9,2,1,1,9,1,2,2,1,9,9,1,1,2,1,1,9,9,9,9,1,2,2,9,1,9,9,2,2,2,1,1,9,1,1,9,1,2,2,2,1,1,1,1,9,9,9,9,9,2,9,9,1,1,9,9,2,2,1,2,9,9,9,1,1,9,9,9,1,1,2,9,1
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,17,1930.07.28,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. William Lyon Mackenzie",9283,0.5343,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,6,,,,,,,,,,,,,1,1,2,1,2,1,2,1,1,2,9,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,9,9,2,1,2,9,1,2,2,2,1,2,1,1,2,2,1,2,9,1,2,9,9,9,1,2,9,9,9,2,1,2,2,2,2,2,2,9,9,9,2,2,2,2,9,1,2,2,9,2,2,1,2,1,2,9,2,9,2,2,2,9,2,9,2,1,1,2,9,1,9,9,1,1,2,9,2,2,9,1,2,2,1,1,2,1,2,2,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,2,1,1,1,2
243,GLOUCESTER,New Brunswick,1867 - 1990,17,1930.07.28,2472,b155bd78-8adb-481a-8fd1-4d1b36d4daff,"VENIOT, Hon. Peter John",7716,0.5084,Liberal Party of Canada,"Insurance agent, journalist, newspaper owner",,1,2,,,,,,,,,,,,,1,1,2,1,2,9,2,1,1,2,1,1,1,2,9,1,1,1,2,1,1,2,1,2,2,1,2,1,2,9,9,2,1,2,2,1,9,9,1,2,2,2,1,9,1,1,9,2,1,2,9,1,2,2,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,1,2,9,9,9,2,1,9,2,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,9,2,9,1,1,1,1,1,2,9,2,2,9,9,9,9,2,1,2,1,2,2,9,9,9,2,1,9,1,1,1,2,1,9,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9
400,LISGAR,Manitoba,1871 - 1987,17,1930.07.28,2479,b1d5c682-1934-44e3-8c98-235be860bb63,"BROWN, John Livingstone",5162,0.5085,Liberal Progressive,"Farmer, minister",,0,4,,,,,,,,,,,,,1,1,2,1,2,1,2,1,1,2,1,1,9,2,1,2,1,1,9,1,9,2,1,2,9,9,9,9,2,9,1,2,1,9,9,1,2,1,1,9,9,9,1,2,9,9,9,9,9,9,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,9,9,9,9,9,9,1,9,9,2,9,2,9,9,9,9,2,2,1,9,2,2,1,2,9,1,1,2,9,2,2,9,1,2,2,1,1,2,1,2,2,9,9,1,9,1,9,1,1,9,2,1,1,2,1,2,1,2,9,2,2,2,2,2,9,2,9,1,1,2
570,PRINCE EDWARD--LENNOX,Ontario,1924 - 1966,17,1930.07.28,2482,b206cdc8-0310-47cd-a39b-e1af0556a2d7,"WEESE, John Aaron",6923,0.5597,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,2,2,2,1,2,2,1,9,9,9,9,2,2,1,1,2,9,2,1,9,9,1,2,1,9,9,1,9,2,1,1,1,2,1,9,2,9,2,2,1,2,2,1,2,2,1,2,1,2,2,9,1,1,1,1,1,9,1,2,9,9,9,9,1,1,1,9,2,1,1,2,1,2,2,1,1,9,9,9,9,1,1,1,1,9,2,1,2,2,1,1,9,1,2,2,2,1,1,1,9,9,9,9,2,1,2,1,1,1,9,2,2,2,2,9,9,2,2,1,1,2,1,2,2,1,2,1,1,9,9,1,1,1,9,1,1,9,2,9
346,KOOTENAY EAST,British Columbia,1914 - 1966,17,1930.08.25,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",accl.,,Conservative (1867-1942),"Accountant, broker, grocer",,0,6,,1,,,,,,,England,,,,9,2,2,2,1,9,9,9,9,9,2,2,9,9,9,2,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,2,1,1,9,1,2,9,1,1,1,2,1,9,2,1,2,2,1,9,9,1,2,2,1,2,1,9,9,9,9,9,9,9,9,1,1,2,2,9,9,1,9,1,1,2,9,1,1,9,9,2,9,9,1,9,9,9,2,9,9,9,9,1,2,1,9,9,9,9,9,1,9,2,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
626,RUSSELL,Ontario,1867 - 1966,17,1930.07.28,2495,b2ba480d-9a02-4109-a93b-3a73f8d0d540,"GOULET, Alfred",9551,0.5453,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,2,1,2,2,1,2,9,2,9,9,2,1,9,9,1,9,1,1,2,2,2,1,9,1,1,2,2,1,2,9,9,9,9,9,9,1,2,9,9,2,9,9,9,9,9,2,2,9,2,1,9,2,2,2,2,9,1,2,9,1,9,2,1,2,9,9,9,2,9,9,2,9,2,9,2,2,1,9,9,9,9,9,9,9,1,2,9,2,2,9,9,2,2,9,9,9,1,2,9,9,9,9,2,1,9,9,1,1,9,9,9,9,9,9,9,2,9,9,2,9,9,9,9,2,9,1,1,2
737,TORONTO EAST,Ontario,1867 - 1933,17,1934.09.24,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",13227,0.4625,Conservative (1867-1942),Barrister,,0,4,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,9,2,2,1,1,9,1,2,2,1,2,9,1,9,1,1,1,1,9,1,1,2,2,9
417,MAISONNEUVE,Quebec,1892 - 1933,17,1932.06.27,2539,b6e2c8ed-5f15-4930-a438-2b12049dfbd7,"JEAN, Joseph",15748,0.4977,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,9,9,2,9,9,9,9,9,2,9,2,1,9,2,9,9,9,2,9,1,9,2,9,9,2,1,2,9,9,9,9,9,9,9,2,2,9,9,2,1,9,9,2,9,9,1,1,9,9,2,2,2,9,9,2,2,2,9,9,9,2,2,9,9,1,9,9,9,1,9,1,2,9,1,9,9,9,1,9,2,9,2,9,2,2,9,9,9,9,1,9
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,17,1930.07.28,2562,b8094e9f-95f3-46b2-ab3e-9e132f32ed9e,"MACINNIS, Angus",15732,0.5003,Independent Labour,"Motorman, unionist",,0,1,,,,,,,,,,,,,1,1,1,9,2,9,2,1,1,2,1,1,9,2,1,2,1,1,9,2,9,1,1,2,9,1,1,9,9,9,1,2,1,9,2,1,2,1,1,9,9,9,1,2,9,1,2,1,2,2,1,9,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,2,2,1,1,2,2,2,1,2,9,1,2,2,1,2,1,2,2,9,2,2,2,1,1,2,9,1,9,9,2,1,1,9,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,9,1,9,1,1,9,9,9,1,1,2,9,9,9,2,2,2,1,1,2,1,1,2,9,2
103,CALGARY WEST,Alberta,1914 - 1952,17,1930.07.28-1930.08.06 and 1930.08.25,2579,b9296f13-96f7-4c62-a577-63a5fc91ac2f,"BENNETT, Hon. Richard Bedford",13883,0.7022,Conservative (1867-1942),"Barrister, lawyer, teacher",,0,4,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,9,1,2,1,9,2,1,1,1,2,1,2,2,1,2,2,1,9,2,1,9,9,1,2,1,9,9,9,1,1,1,1,1,1,1,2,9,9,9,1,1,1,1,2,2,1,1,9,1,2,2,1,1,1,9,1,2,1,1,1,9,1,2,1,2,2,1,1,2,1,9,2,2,1,9,1,1,9,1,1,2,1,2,1,1,1,1,2,2,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,1,1,2,2,1
855,YORK--SUNBURY,New Brunswick,1914 - 1987,17,1930.07.28,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Richard Burpee",10166,0.6907,Conservative (1867-1942),Barrister,,0,5,,1,,,,,,,,,,,2,2,2,2,1,9,1,2,2,1,2,2,9,9,9,2,9,2,1,2,2,2,2,1,1,2,1,2,1,9,9,1,2,1,1,2,9,2,2,1,1,1,2,9,2,2,9,2,2,1,9,2,9,9,9,9,9,9,9,9,9,1,1,1,1,9,9,1,9,1,2,1,9,9,9,1,9,9,1,9,2,9,2,2,1,1,9,9,9,2,9,9,9,9,9,2,1,2,9,1,9,2,2,2,2,2,1,9,1,1,9,9,9,9,1,2,1,1,1,1,9,9,9,2,1,9,2,2,1,1,2,1,2,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9
625,ROYAL,New Brunswick,1914 - 1966,17,1930.07.28-1932.04.12 and 1932.06.27-1935.07.19,2591,b9fb0d72-3610-42f4-991a-66ed1ca6b876,"JONES, Hon. George Burpee",8698,0.601,Conservative (1867-1942),"Business executive, merchant",,0,4,,,,,,,,,,Resignation: 1932.04.12 & Resignation. Called to the Senate: 1935.07.19,,,2,2,2,2,1,2,1,2,2,1,9,2,2,9,2,2,9,2,1,9,9,2,2,1,9,9,1,2,9,2,9,1,2,9,1,2,9,2,2,1,1,1,2,1,2,9,99,99,99,99,99,99,99,99,99,1,2,1,2,2,1,9,9,9,9,9,9,1,9,9,9,9,1,1,9,1,9,2,1,9,2,1,2,2,1,9,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,1,1,9,9,9,9,9,9,9,9,1,1,9,9,9,2,9,9,9,2,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
303,HURON NORTH,Ontario,1914 - 1952,17,1930.07.28,2596,ba3650e7-a4d8-4fb8-8d43-805b396ec85a,"SPOTTON, George",6160,0.5096,Conservative (1867-1942),Businessman,,0,2,,,,,,,,,,,,,2,9,2,2,1,2,1,2,9,9,1,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9,9,1,1,1,2,1,9,9,9,9,9,9,2,2,9,9,9,1,2,1,2,2,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,2,9,9,9,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,9,2,1,9,9,9,9,1,1,9,9,2,1,9,9,9,9,9,9,9,2,9,9,9,2,9,1,1,9,1,2,2,1,2,9,9,2,9,1,9,9,9,9,1,9,9,9
633,ST. HENRI,Quebec,1924 - 1933,17,1930.07.28,2635,bd0b7691-bf15-4026-ab2e-767ae78f819d,"MERCIER, Paul",11520,0.6607,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,9,1,2,1,2,1,9,1,1,9,9,9,9,9,9,9,2,9,2,9,9,2,1,2,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,2,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2,1,2,9,9,9,9,2,9,9,9,9,9,9,9,1,9
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,17,1930.07.28,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",10806,0.5722,Liberal Party of Canada,Lawyer,,1,5,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,2,9,1,1,2,1,1,1,9,2,1,1,2,1,2,2,1,9,1,2,1,9,9,9,9,2,9,2,1,1,2,2,2,9,9,9,1,9,2,1,2,1,9,2,9,9,2,1,2,9,9,2,2,9,2,2,2,2,9,2,1,9,2,9,2,2,2,9,1,2,2,2,9,2,1,2,9,9,2,2,1,9,9,2,2,2,9,2,1,1,9,2,9,9,9,1,9,9,2,2,2,2,9,2,9,2,1,2,1,2,2,1,9,1,9,9,9,1,1,1,2,9,9,2,1,2,1,9,9,9,2,2,9,9,9,2,1,1,1,9
