Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
235,GASPE,Quebec,1867 - 1996,3,1874.01.22,2565,b86c7ab0-23e7-4d6b-93a3-48791bbc3039,"HARPER, Louis-George",545,0.5215,Conservative (1867-1942),Prothonotary,Fr.Catholic,1,1,,,,,,,,,,,,,9,9,9,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
374,LAPRAIRIE,Quebec,1867 - 1892,3,1874.01.22,2607,bacca013-a9c7-4b74-ada1-1d647676b5a8,"PINSONNEAULT, Alfred",accl.,,Conservative (1867-1942),"Farmer, judge",Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,9,1,1,1,9,9,1,2,2,2,2,9,1,2,2,2,2,1,1,9,2,2,9,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,9,9,2,2,1,1,9,1,2,1,1,1,1,9,9,2,1,1,9,9,1,2,2,2,1,1,2,9,2,2,9,1,1,2,1,1,1,2,1,1,1,2,1,1,9,1,1,2,9,9,9,2,1,9,9,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,9,1,2,9,9,9,9,9,2,1,1,9,1
462,MONTREAL EAST,Quebec,1867 - 1892,3,1874.01.22,2610,baf1737b-4f15-4f91-aadd-294c483abd9b,"JETTE, Louis-Amable",accl.,,Liberal Party of Canada,"Editor, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,9,9,9,9,9,2,1,2,1,1,1,2,1,1,1,9,9,9,1,2,2,2,2,2,2,9,9,9,2,2,1,2,2,2,2,1,2,1,2,9,9,1,1,9,9,9,2,2,2,2,1,2,9,1,1,2,9,9,9,2,9,2,2,2,1,2,2,2,9,1,1,2,2,2,2,2,2,2,2,1,2,2,9,2,2,9,9,9,9,1,2,9,9,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,9,9,2,2,1,2,2,1,2
743,WEST TORONTO,Ontario,1867 - 1903,3,1875.11.06,2629,bca0c763-99e3-423d-ba38-8a0820aef95d,"ROBINSON, John Beverly",1935,0.5499,Conservative (1867-1942),"Barrister, lawyer",Protestant,0,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,1,1,9,2,2,1,1,9,1,9,1,1,1,1,1,1,1,1,9,1,1,1,2,1,2,1,9,9,9,9,9,9,9,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,2,2,1,1,1,1,1,1,9,9,1,1,2,9,1,2,9,1,1,9,1,1,9,1,1,9,9,2,1,1,2,1
443,MIDDLESEX WEST,Ontario,1867 - 1966,3,1874.01.22,2640,bda45acb-7fc9-4feb-b69b-92f788b4200b,"ROSS, George William",accl.,,Liberal Party of Canada,"Journalist, school administrator, teacher",Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,9,9,9,9,9,2,2,2,1,2,2,2,2,1,2,2,2,2,9,9,9,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,9,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,9,9,9,9,1,2,2,2,1,1,1,9,9,1,1,2,9,9,9,9,1,2,1,2,2,9,2,2,2,1,2,2,2,1,2,2,1,2
452,MONCK,Ontario,1867 - 1892,3,1874.01.22- and 1875.06.22,2649,be972baa-ceba-4fe5-abd8-8fc717ba0376,"MCCALLUM, Lachlin",1354,0.5064,Liberal-Conservative,"Contractor, shipowner",Protestant,0,2,,,,,,,,,,Unseated:  ...,,,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,9,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,9,9,9,9,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,1
252,GREY NORTH,Ontario,1867 - 1966,3,1874.01.22,2655,becffa6e-f972-4e09-af04-bc6d9f4a5037,"SNIDER, George",1320,0.5154,Liberal Party of Canada,Crown lands agent,Protestant,0,3,,,,,,,,,,,,,2,2,1,9,2,2,2,9,9,2,1,2,1,1,2,2,1,1,1,1,2,9,2,1,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,9,2,2,2,2,2,1,2,2,1,2,2,1,1,2,9,9,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,9,1,2,9,9,9,9,9,9,2,1,1,2,2,2,1,2,9,9,1,2,2,1,2,2,2,2,2,9,2,1,2,2,1,2
479,NEW WESTMINSTER,British Columbia,1872 - 1976,3,1878.03.25,2658,bf0adbc3-b84a-48ee-8d9f-25ed6f9fb65e,"MCINNES, Thomas Robert",accl.,,Independent,"Coroner, physician, surgeon",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,1,9,1,9,9,1,1,9,9,9,9
843,YORK EAST,Ontario,1867 - 1903,3,1874.01.22,2691,c12e446a-2d27-4f36-94a0-3ba85173c738,"METCALFE, James",accl.,,Liberal Party of Canada,"Building contractor, financier, real estate broker",Protestant,0,3,,,,,,,,,England,,,,2,2,1,9,2,2,2,9,9,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,2,1,9,2,9,2,2,1,9,2,1,9,9,2,2,1,9,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,9,9,1,2,9,9,1,1,1,1,2,1,1,2,2,2,1,2,9,9,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2
562,PORTNEUF,Quebec,1867 - 2004,3,1874.01.22,2719,c3166c01-f4fd-4300-bb8d-859f7e8e5789,"SAINT-GEORGES, Esdras Alfred de",1421,0.5668,Liberal Party of Canada,"Lawyer, physician",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,9,9,9,9,9,2,2,1,2,2,9,1,2,2,2,2,1,2,2,1,2,2,9,2,2,2,2,2,2,2,1,2,9,9,9,2,2,2,2,1,1,2,2,2,2,1,9,2,1,2,2,1,2,9,9,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,2,2,1,2
44,BELLECHASSE,Quebec,1867 - 1996,3,1875.11.23,2724,c3bc9eeb-4b21-44c8-816a-787dddd8f7f5,"BLANCHET, Joseph Goderic",698,0.4653,Conservative (1867-1942),Physician,Fr.Catholic,1,3,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,1,2,1,1,1,1,9,1,2,1,1,2,2,1,2,9,2,1,1,2,2,9,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,1,2,9,9,9,2,1,9,9,2,2,2,2,1,2,2,1,2,1,2,2,2,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9
463,MONTREAL WEST,Quebec,1867 - 1892,3,1875.10.30,2727,c3ecfb14-fc7a-4b22-bffe-641c7e18018b,"WORKMAN, Thomas",2300,0.5055,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,Ireland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,1,2,9,2,2,2,2,1,2,2,1,1,2,1,1,2,1,9,9,2,2,1,1,1,1,9,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
127,CHAMBLY,Quebec,1867 - 1893,3,1874.01.22- and 1874.12.30-,2744,c5036291-4906-4f81-b7df-7accfb5fccd1,"JODOIN, Amable",848,0.5333,Liberal Party of Canada,Businessman,Fr.Catholic,1,1,,,,,,,,,,Election declared void:„ and Unseated:„,,,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,9,9,9,1,2,9,2,2,2,2,2,2,9,2,2,1,2,2,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,3,1874.01.22-1876.11.08 and 1876.12.28,2825,ca44c219-d6ff-4af3-8fa8-1c4e83aa6de5,"LAFLAMME, Toussaint-Antoine-Rodolphe",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1876.11.08,,,2,1,2,2,2,9,1,9,2,2,1,2,1,1,1,2,1,1,1,9,9,9,1,2,2,2,2,2,9,1,2,2,2,2,1,2,2,2,2,1,2,1,9,2,9,1,2,9,2,2,9,2,2,2,1,9,2,1,2,2,9,9,2,9,9,9,2,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,9,9,9,9,2,2,1,2,2,1,9
3,ADDINGTON,Ontario,1867 - 1903,3,1874.01.22- and 1874.10.28,2829,cacfe892-e12e-41a2-9161-616c5910e184,"SHIBLEY, Schuyler",1275,0.5649,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,Unseated on petition: „,,,2,2,1,9,9,9,1,9,1,2,1,9,9,9,1,2,1,1,1,9,9,9,2,1,9,1,1,1,1,2,9,9,2,2,1,9,2,2,2,1,9,9,9,9,2,9,2,2,9,2,2,9,2,9,1,9,9,9,2,2,9,9,2,9,1,1,2,2,1,1,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,1,9,9,9,1,2,2,2,1,1,1,1,2,1,9,9,2,2,1,2,1,9,1,2,9,1,2,2,2,2,9,9,9,9,2,2,1,2
675,SELKIRK,Manitoba,1871 - 1976,3,1874.01.22,2830,cae3b92b-3fa6-4641-a9d4-70e585e40dc1,"SMITH, Donald A.",329,0.5939,Independent Conservative,Businessman,Protestant,0,3,,,,,,,,,Scotland,,,,2,1,1,9,2,9,9,9,1,9,9,9,9,9,9,9,1,1,1,1,2,2,2,1,9,9,2,2,9,9,2,9,9,2,1,9,9,2,9,1,2,2,9,9,2,1,2,2,2,2,9,2,2,9,1,2,2,1,2,1,9,9,2,9,9,9,2,2,1,9,9,9,9,2,2,2,2,2,9,2,1,2,9,9,2,2,9,9,2,1,9,9,1,1,9,9,2,9,9,9,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,2,2,2,9,9,2,1,9,2,2,1,2
775,VICTORIA,Nova Scotia,1867 - 1903,3,1875.04.28-1876.08.2,2837,cb21915e-f615-425f-8471-a62fd6a78536,"TREMAIN, B.E.",,,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,2,9,9,2,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,3,1874.01.22- and 1874.12.12,2844,cbdb2f58-f565-46ac-9079-0ff601f0aee0,"BIGGAR, James Lyons",1662,0.5261,Independent Liberal,"Land agent, merchant, postmaster",Protestant,0,1,,,,,,,,,,Unseated on petition: ...,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,9,2,2,2,9,9,9,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,9,2,2,2,2,1,2,2,1,2,2,1,9,2,1,1,1,2,2,1,1,9,9,2,2,2,2,2,2,1,2,2,2,9,1,2,2,9,2,2,1,2,1,1,1,2,2,2,1,1,1,9,2,1,2,9,2,2,1,2,1,2,1,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2
207,ELGIN EAST,Ontario,1867 - 1924,3,1874.08.11,2851,cc5207f0-6db9-4eed-baee-662c44fd0556,"MACDOUGALL, Colin",1738,0.533,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,2,1,2,1,1,1,2,1,1,1,1,2,2,9,9,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,9,2,2,1,1,2,9,9,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,1,2,9,9,1,2,1,2,1,9,1,1,9,1,1,2,2,2,1,2,1,2,9,2,9,1,2,2,2,9,2,2,2,1,2,2,1,2
266,HALTON,Ontario,1867 - 1987,3,1875.01.25,2878,ce0bbb42-0e7e-47ed-835b-de321e9708be,"MCCRANEY, William",1704,0.5206,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,2,1,2,9,1,1,2,1,1,1,1,2,2,2,9,1,2,1,9,1,2,2,2,1,1,2,2,2,1,2,1,2,2,9,9,9,1,2,2,1,2,2,2,2,9,1,2,9,1,2,2,9,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,9,9,9,1,2,2,2,1,1,1,1,2,1,1,9,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,9,9,9,9,9,9
189,DURHAM WEST,Ontario,1867 - 1903,3,1874.01.22-1874.03.10,2886,ceec0819-54c8-4ee5-b300-a03c44d2353d,"WOOD, Hon. Edmund B.",1281,0.6351,Liberal Party of Canada,"Judge, lawyer",Protestant,0,3,,,,,,,,,,Resignation. Appointed Chief Justice of the Superior Court of Manitoba: 1874.03.10,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
514,ONTARIO SOUTH,Ontario,1867 - 1924,3,1874.01.22-1876.06.01,2890,cf783b43-02f0-4e55-8e3b-8e074aa450f7,"CAMERON, Hon. Malcolm",1639,0.5241,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,,Died in office: 1876.06.01,,,2,1,2,9,2,2,1,9,9,2,1,2,1,1,9,2,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,2,9,9,2,2,9,9,9,2,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
518,OTTAWA (CITY OF),Ontario,,3,1874.01.22,2896,cffde43d-3370-4d24-9965-c185417e0ab8,"ST. JEAN, Dr.",1213,0.3209,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,9,2,9,2,2,9,1,2,2,2,2,9,9,2,9,2,2,9,2,2,2,9,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,9,2,1,1,1,2,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,2,2,9,9,2,2,2,9,2,2,2,1,2,2,1,2
323,KAMOURASKA,Quebec,1867 - 1976,3,1874.01.22-1877.02.01,2907,d11848d7-3e46-46f9-a732-8175a18354fd,"PELLETIER, Charles A.P.",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,1,,,,,,,,Resignation. Called to the Senate: 1877.02.01,,,2,1,2,2,1,2,9,9,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,9,9,2,2,1,2,2,2,2,2,2,2,2,1,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
456,MONTMAGNY,Quebec,1867 - 1933,3,1874.01.22,2910,d1565749-24f8-445c-a681-d8414f0aaeff,"TASCHEREAU, Henri-Thomas",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,9,9,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,9,9,2,1,9,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2
603,RESTIGOUCHE,New Brunswick,1867 - 1914,3,1874.01.22-1877.12.31,2918,d2270efd-15f3-4417-9d38-a07cedd1bbd3,"MOFFATT, George",accl.,,Conservative (1867-1942),Lumber merchant,Protestant,0,3,,,,,,,,,Scotland,Resignation: 1877.12.31,,,2,2,1,1,9,9,9,9,9,9,9,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,1,9,1,1,2,2,2,9,2,2,2,9,9,9,9,9,9,2,9,1,1,9,1,2,1,1,1,1,1,2,1,1,1,1,1,1,9,9,9,9,2,1,1,1,9,9,1,2,1,1,9,9,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
777,VICTORIA,British Columbia,1872 - 1903,3,1874.01.22,2920,d22f29fe-7d03-4438-923a-4d19fca68c53,"ROSCOE, Francis J.",304,0.3016,Independent Liberal,Businessman,Protestant,0,1,,,,,,,,,England,,,,2,2,1,1,2,2,9,9,9,2,1,9,9,9,2,2,2,9,9,9,9,9,2,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,9,9,1,2,2,1,9,9,9,9,9,9,9,1,9,9,9,9,2,2,1,1,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,3,1874.01.22,2928,d2b0cc1b-866c-4a1a-a4b5-ebadb7ab4976,"KIRK, John A.",759,0.5825,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,9,1,9,2,1,1,1,2,2,2,2,1,2,2,1,2,1,9,2,1,2,2,1,2,2,9,2,2,2,2,2,1,2,9,9,2,2,1,1,2,1,9,1,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,9,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,9,2,1,2,2,1,2,2,2,9,9,9,2,1,2,2,1,2
686,SIMCOE NORTH,Ontario,1867 - ,3,1874.01.22- and 1874.12.26,2939,d3970f6b-1745-4561-b49c-1a3d5f17694b,"COOK, Herman Henry",2279,0.5175,Liberal Party of Canada,"Businessman, lumber merchant",Protestant,0,2,,,,,,,,,,Unseated on petition: „,,,9,9,9,1,2,2,9,9,9,2,1,9,9,9,9,2,1,1,1,9,9,9,2,1,1,9,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,9,9,9,2,1,2,2,1,2,2,2,2,9,9,9,9,1,9,9,9,9,2,1,9,1,2,2,1,1,1,1,9,2,2,2,9,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,9,9,9,9,9,1,2,1,1,9,2,2,1,2,9,2,1,2,2,1,9,9,2,1,2,2,1,9,9,9,9,9
277,HASTINGS EAST,Ontario,1867 - 1924,3,1874.01.22,2948,d4542db0-3877-41ca-9e94-92a820724fea,"WHITE, John",1049,0.5175,Conservative (1867-1942),"Foundryman, machinist",Protestant,0,3,,,,,,,,,Ireland,,,,2,2,1,1,9,9,1,2,1,2,2,1,1,1,2,1,2,1,9,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,9,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,9,1,9,1,1,1,1,2,1,9,9,1,9,9,9,1,1,1,9,1,1,1,2,1,1,2,1,1,9,9,9,9,2,9,9,9,9,9,2,1,1,1,2,1,9,9,9,9,1,1,1,1,1,9,9,1,1,1,1,1,9,2,1,1,2,1
461,MONTREAL CENTRE,Quebec,1867 - 1892,3,1874.01.22,2951,d46c9cee-121e-4373-a411-eca202c72477,"RYAN, Michael Patrick",2140,0.5456,Liberal-Conservative,Merchant,Catholic,0,3,,,,,,,,,Ireland,,,,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
44,BELLECHASSE,Quebec,1867 - 1996,3,1874.01.22-1875.10.08,2952,d4723d63-6ed2-4c61-962e-230fdae83728,"FOURNIER, Hon. Telesphore",accl.,,Liberal Party of Canada,"Lawyer, newspaper editor",Fr.Catholic,1,3,,1,,,,,,,,Resignation. Appointed Puisne Judge of the Supreme Court of Canada: 1875.10.08,,,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
75,BROME,Quebec,1867 - 1924,3,1874.01.22,2961,d53a3a76-6462-473a-b5f4-e557fe5c2746,"PETTES, Nathaniel",accl.,,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,2,1,1,9,9,9,9,9,9,2,1,2,1,1,9,9,9,9,9,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,2,1,2,2,9,2,9,1,2,2,1,9,1,1,2,2,1,1,9,1,9,9,2,2,1,1,9,9,2,2,2,2,9,2,2,2,1,2,2,2,2,2,1,2,9,2,9,9,9,1,2,2,2,1,9,9,1,2,1,2,2,2,2,1,2,9,9,1,2,2,9,2,2,2,2,9,9,2,1,2,2,1,9
